iter	RMSE
951	56.88817616
952	56.88498485
953	56.88487574
954	56.88428743
955	56.88374887
956	56.88079031
957	56.88000722
958	56.87975856
959	56.87625075
960	56.8741447
961	56.87283983
962	56.87255221
963	56.87225525
964	56.87200199
965	56.8697447
966	56.86944014
967	56.86908837
968	56.86491884
969	56.86457577
970	56.86099152
971	56.86034617
972	56.86023376
973	56.85943347
974	56.85918244
975	56.85664576
976	56.85648226
977	56.85608541
978	56.85469984
979	56.85456493
980	56.8544595
981	56.85195292
982	56.85067276
983	56.8505003
984	56.84751157
985	56.84583839
986	56.84570448
987	56.84512237
988	56.84477327
989	56.84446754
990	56.84431776
991	56.84419845
992	56.84086729
993	56.83909028
994	56.83781334
995	56.83450815
996	56.83332679
997	56.8311548
998	56.83085917
999	56.82976749
